0.020000	1	1	1	0	1546.16040	1524.74119	1529.02700
0.039999	1	1	1	0	1546.16040	1524.74119	1529.02719
0.059999	1	1	1	0	1546.15457	1524.74043	1529.02719
0.079999	1	1	1	0	1546.15982	1524.74043	1529.02510
0.099999	1	1	1	0	1546.16273	1524.74043	1529.02890
0.119999	1	1	1	0	1546.16040	1524.73949	1529.02890
0.139998	1	1	1	0	1546.16487	1524.74119	1529.02909
0.159998	1	1	1	0	1546.16195	1524.74214	1529.02719
0.179998	1	1	1	0	1546.16040	1524.74119	1529.02320
0.199998	1	1	1	0	1546.15612	1524.74214	1529.02719
0.219998	1	1	1	0	1546.15982	1524.74119	1529.02510
0.239997	1	1	1	0	1546.15826	1524.74043	1529.02700
0.259997	1	1	1	0	1546.15982	1524.74119	1529.02510
0.279997	1	1	1	0	1546.16487	1524.74214	1529.02700
0.299997	1	1	1	0	1546.16429	1524.74308	1529.02909
0.319997	1	1	1	0	1546.16487	1524.74043	1529.02700
0.339997	1	1	1	0	1546.14738	1524.74214	1529.02719
0.359996	1	1	1	0	1546.16195	1524.74308	1529.02700
0.379996	1	1	1	0	1546.15768	1524.74214	1529.02719
0.399996	1	1	1	0	1546.15457	1524.74119	1529.02719
0.419996	1	1	1	0	1546.16487	1524.74308	1529.02510
0.439996	1	1	1	0	1546.15165	1524.74043	1529.02719
0.459995	1	1	1	0	1546.15671	1524.74119	1529.02719
0.479995	1	1	1	0	1546.16273	1524.74119	1529.02700
0.499995	1	1	1	0	1546.15671	1524.74119	1529.02719
0.519995	1	1	1	0	1546.15982	1524.73930	1529.02510
0.539994	1	1	1	0	1546.16487	1524.73930	1529.02719
0.559994	1	1	1	0	1546.15826	1524.74043	1529.02700
0.579994	1	1	1	0	1546.16040	1524.74214	1529.02719
0.599994	1	1	1	0	1546.16040	1524.74119	1529.02510
0.619994	1	1	1	0	1546.16487	1524.74119	1529.02890
0.639993	1	1	1	0	1546.15321	1524.73930	1529.02510
0.659993	1	1	1	0	1546.15535	1524.74119	1529.03099
0.679993	1	1	1	0	1546.15671	1524.74214	1529.02890
0.699993	1	1	1	0	1546.15768	1524.73930	1529.02700
0.719993	1	1	1	0	1546.15826	1524.74006	1529.02510
0.739993	1	1	1	0	1546.16273	1524.73930	1529.02909
0.759992	1	1	1	0	1546.16487	1524.74214	1529.02510
0.779992	1	1	1	0	1546.16273	1524.74044	1529.02890
0.799992	1	1	1	0	1546.16429	1524.74119	1529.02700
0.819992	1	1	1	0	1546.16040	1524.74195	1529.02909
0.839992	1	1	1	0	1546.16876	1524.74119	1529.02719
0.859991	1	1	1	0	1546.15613	1524.73930	1529.03099
0.879991	1	1	1	0	1546.16040	1524.73930	1529.02510
0.899991	1	1	1	0	1546.16429	1524.73930	1529.03080
0.919991	1	1	1	0	1546.16040	1524.74044	1529.02510
0.939991	1	1	1	0	1546.15826	1524.74119	1529.02510
0.959990	1	1	1	0	1546.16487	1524.74214	1529.02890
0.979990	1	1	1	0	1546.15107	1524.74119	1529.02719
0.999990	1	1	1	0	1546.15982	1524.74044	1529.02700
1.019990	1	1	1	0	1546.16040	1524.74214	1529.02700
1.039989	1	1	1	0	1546.16779	1524.74119	1529.02529
1.059989	1	1	1	0	1546.16196	1524.74119	1529.02909
1.079989	1	1	1	0	1546.16487	1524.74214	1529.02510
1.099989	1	1	1	0	1546.15379	1524.74006	1529.02719
1.119989	1	1	1	0	1546.15535	1524.74044	1529.02700
1.139988	1	1	1	0	1546.16137	1524.74119	1529.02719
1.159988	1	1	1	0	1546.16701	1524.73930	1529.02510
1.179988	1	1	1	0	1546.16196	1524.74214	1529.02890
1.199988	1	1	1	0	1546.16273	1524.74044	1529.02510
1.219988	1	1	1	0	1546.15379	1524.73930	1529.02700
1.239987	1	1	1	0	1546.16371	1524.74214	1529.02700
1.259987	1	1	1	0	1546.15613	1524.74119	1529.02700
1.279987	1	1	1	0	1546.16040	1524.73930	1529.02700
1.299987	1	1	1	0	1546.15613	1524.74119	1529.02719
1.319987	1	1	1	0	1546.15982	1524.74044	1529.02700
1.339987	1	1	1	0	1546.16429	1524.74138	1529.02700
1.359986	1	1	1	0	1546.17090	1524.74119	1529.02890
1.379986	1	1	1	0	1546.15826	1524.73930	1529.02700
1.399986	1	1	1	0	1546.16876	1524.74119	1529.02700
1.419986	1	1	1	0	1546.15535	1524.73930	1529.02700
1.439986	1	1	1	0	1546.15613	1524.74214	1529.02909
1.459985	1	1	1	0	1546.16546	1524.74214	1529.02510
1.479985	1	1	1	0	1546.16040	1524.74119	1529.02510
1.499985	1	1	1	0	1546.15321	1524.74119	1529.02510
1.519985	1	1	1	0	1546.16274	1524.74119	1529.02719
1.539984	1	1	1	0	1546.15827	1524.74119	1529.03100
1.559984	1	1	1	0	1546.15827	1524.74044	1529.02510
1.579984	1	1	1	0	1546.16643	1524.74119	1529.02510
1.599984	1	1	1	0	1546.15613	1524.74119	1529.02510
1.619984	1	1	1	0	1546.16196	1524.74119	1529.02719
1.639983	1	1	1	0	1546.16876	1524.74384	1529.02510
1.659983	1	1	1	0	1546.16196	1524.74119	1529.02510
1.679983	1	1	1	0	1546.16487	1524.73930	1529.02320
1.699983	1	1	1	0	1546.15379	1524.74214	1529.02700
1.719983	1	1	1	0	1546.16040	1524.74044	1529.02510
1.739983	1	1	1	0	1546.15982	1524.73930	1529.02510
1.759983	1	1	1	0	1546.15613	1524.74044	1529.02719
1.779982	1	1	1	0	1546.16040	1524.73930	1529.02700
1.799982	1	1	1	0	1546.16332	1524.74006	1529.02891
1.819982	1	1	1	0	1546.15924	1524.74119	1529.02510
1.839981	1	1	1	0	1546.16040	1524.73930	1529.02700
1.859981	1	1	1	0	1546.17595	1524.74214	1529.02320
1.879981	1	1	1	0	1546.15613	1524.74044	1529.02510
1.899981	1	1	1	0	1546.16487	1524.74119	1529.02510
1.919981	1	1	1	0	1546.16196	1524.74119	1529.02700
1.939981	1	1	1	0	1546.16487	1524.74044	1529.02510
1.959980	1	1	1	0	1546.17148	1524.74195	1529.02700
1.979980	1	1	1	0	1546.15535	1524.73817	1529.02510
1.999980	1	1	1	0	1546.15321	1524.74119	1529.02320
2.019980	1	1	1	0	1546.14505	1524.74214	1529.02719
2.039979	1	1	1	0	1546.15982	1524.74119	1529.02700
2.059979	1	1	1	0	1546.15535	1524.74119	1529.02700
2.079979	1	1	1	0	1546.15613	1524.74044	1529.02891
2.099979	1	1	1	0	1546.16701	1524.74214	1529.02909
2.119979	1	1	1	0	1546.15768	1524.73930	1529.02510
2.139978	1	1	1	0	1546.16196	1524.74044	1529.02719
2.159978	1	1	1	0	1546.16274	1524.74044	1529.02719
2.179978	1	1	1	0	1546.16040	1524.74119	1529.02510
2.199978	1	1	1	0	1546.16040	1524.74044	1529.02891
2.219978	1	1	1	0	1546.16798	1524.74119	1529.02719
2.239977	1	1	1	0	1546.16487	1524.74044	1529.02700
2.259977	1	1	1	0	1546.16876	1524.74214	1529.02719
2.279977	1	1	1	0	1546.16040	1524.73930	1529.02890
2.299977	1	1	1	0	1546.15768	1524.74119	1529.02700
2.319977	1	1	1	0	1546.16487	1524.73930	1529.02700
2.339977	1	1	1	0	1546.16487	1524.73930	1529.02890
2.359976	1	1	1	0	1546.15768	1524.74044	1529.02510
2.379976	1	1	1	0	1546.16332	1524.74119	1529.02301
2.399976	1	1	1	0	1546.16273	1524.74214	1529.02700
2.419976	1	1	1	0	1546.16643	1524.74214	1529.02909
2.439975	1	1	1	0	1546.15982	1524.74119	1529.02719
2.459975	1	1	1	0	1546.16487	1524.73930	1529.02510
2.479975	1	1	1	0	1546.16701	1524.73930	1529.02491
2.499975	1	1	1	0	1546.15826	1524.73930	1529.02510
2.519975	1	1	1	0	1546.16429	1524.74119	1529.02510
2.539974	1	1	1	0	1546.15826	1524.74119	1529.02890
2.559974	1	1	1	0	1546.15768	1524.74214	1529.02909
2.579974	1	1	1	0	1546.14952	1524.74044	1529.02700
2.599974	1	1	1	0	1546.16196	1524.74119	1529.02909
2.619974	1	1	1	0	1546.16196	1524.74384	1529.02719
2.639973	1	1	1	0	1546.16273	1524.74006	1529.02909
2.659973	1	1	1	0	1546.16643	1524.74119	1529.02700
2.679973	1	1	1	0	1546.16040	1524.74006	1529.02510
2.699973	1	1	1	0	1546.16273	1524.73930	1529.02719
2.719973	1	1	1	0	1546.15379	1524.74195	1529.02320
2.739973	1	1	1	0	1546.15535	1524.74214	1529.02700
2.759972	1	1	1	0	1546.16487	1524.74044	1529.02909
2.779972	1	1	1	0	1546.16934	1524.73930	1529.02890
2.799972	1	1	1	0	1546.15613	1524.74044	1529.02700
2.819972	1	1	1	0	1546.16196	1524.73930	1529.02510
2.839972	1	1	1	0	1546.16934	1524.73855	1529.02700
2.859971	1	1	1	0	1546.16196	1524.74006	1529.02510
2.879971	1	1	1	0	1546.15826	1524.73741	1529.02510
2.899971	1	1	1	0	1546.15826	1524.73666	1529.02510
2.919971	1	1	1	0	1546.15535	1524.73552	1529.02700
2.939970	1	1	1	0	1546.16429	1524.73193	1529.02700
2.959970	1	1	1	0	1546.16040	1524.72550	1529.02700
2.979970	1	1	1	0	1546.16040	1524.73666	1529.02510
2.999970	1	1	1	0	1546.16273	1524.73363	1529.02510
3.019970	1	1	1	0	1546.16273	1524.73193	1529.02909
3.039969	1	1	1	0	1546.15826	1524.73193	1529.02510
3.059969	1	1	1	0	1546.15321	1524.73363	1529.02700
3.079969	1	1	1	0	1546.15768	1524.73212	1529.02111
3.099969	1	1	1	0	1546.16876	1524.73363	1529.02700
3.119969	1	1	1	0	1546.16876	1524.73628	1529.02909
3.139968	1	1	1	0	1546.15826	1524.73193	1529.02301
3.159968	1	1	1	0	1546.15826	1524.73193	1529.02700
3.179968	1	1	1	0	1546.15826	1524.73287	1529.02510
3.199968	1	1	1	0	1546.15612	1524.73269	1529.02719
3.219968	1	1	1	0	1546.16040	1524.73287	1529.02719
3.239967	1	1	1	0	1546.15826	1524.73287	1529.02320
3.259967	1	1	1	0	1546.15982	1524.73193	1529.02510
3.279967	1	1	1	0	1546.14738	1524.73193	1529.02719
3.299967	1	1	1	0	1546.15982	1524.73363	1529.02890
3.319967	1	1	1	0	1546.16195	1524.73363	1529.02700
3.339967	1	1	1	0	1546.15826	1524.73476	1529.02510
3.359966	1	1	1	0	1546.16273	1524.73476	1529.02890
3.379966	1	1	1	0	1546.16429	1524.73476	1529.02719
3.399966	1	1	1	0	1546.16487	1524.73476	1529.02700
3.419966	1	1	1	0	1546.16040	1524.73287	1529.02909
3.439965	1	1	1	0	1546.16195	1524.73363	1529.02320
3.459965	1	1	1	0	1546.14952	1524.73401	1529.02890
3.479965	1	1	1	0	1546.16643	1524.73363	1529.02719
3.499965	1	1	1	0	1546.16040	1524.73363	1529.02510
3.519965	1	1	1	0	1546.16487	1524.73193	1529.02700
3.539964	1	1	1	0	1546.14952	1524.73363	1529.02719
3.559964	1	1	1	0	1546.16701	1524.73269	1529.02700
3.579964	1	1	1	0	1546.15768	1524.73363	1529.02700
3.599964	1	1	1	0	1546.16118	1524.73552	1529.02719
3.619964	1	1	1	0	1546.16040	1524.73363	1529.02719
3.639963	1	1	1	0	1546.16701	1524.73363	1529.02510
3.659963	1	1	1	0	1546.16040	1524.73476	1529.02700
3.679963	1	1	1	0	1546.16273	1524.73287	1529.02510
3.699963	1	1	1	0	1546.15982	1524.73287	1529.02529
3.719963	1	1	1	0	1546.16701	1524.73269	1529.02719
3.739962	1	1	1	0	1546.15379	1524.73193	1529.02510
3.759962	1	1	1	0	1546.16487	1524.73287	1529.02301
3.779962	1	1	1	0	1546.16701	1524.73287	1529.02890
3.799962	1	1	1	0	1546.16876	1524.73457	1529.02890
3.819962	1	1	1	0	1546.16040	1524.73363	1529.02301
3.839962	1	1	1	0	1546.16195	1524.73287	1529.02700
3.859961	1	1	1	0	1546.16040	1524.73363	1529.03099
3.879961	1	1	1	0	1546.15379	1524.73287	1529.02320
3.899961	1	1	1	0	1546.16273	1524.73287	1529.02890
3.919961	1	1	1	0	1546.16429	1524.73287	1529.02909
3.939960	1	1	1	0	1546.16040	1524.73363	1529.02909
3.959960	1	1	1	0	1546.16040	1524.73212	1529.02700
