time,wavelength_shift
0.02,-9.86545454481044e-05
0.039999,0.00028400279720667795
0.059999,0.0006028839160846027
0.079999,0.000834737062934591
0.099999,0.0009563104895055635
0.119999,0.000944352447546444
0.139998,0.0005568233100231566
0.159998,0.0003911822843832172
0.179998,-8.226759906278098e-05
0.199998,-0.0010747850815649108
0.219998,-0.0010792139859927036
0.239997,-0.0008294237762003223
0.259997,-0.00018900419579012808
0.279997,0.0004155412587474722
0.299997,0.0003375925407999823
0.319997,0.0008407160839109724
0.339997,0.0005767533799506088
0.359996,0.0005187347319316312
0.379996,0.00011570442890338427
0.399996,-0.00017040279719806293
0.419996,0.00015556456876199867
0.439996,-5.082237761903962e-05
0.459995,-0.00011902750582580942
0.479995,-0.00015711608390938473
0.499995,0.00010241771562000628
0.519995,-6.986666666347735e-05
0.539994,-3.222097901478421e-05
0.559994,-0.00046625361303917
0.579994,-0.00021114871793916187
0.599994,0.0003690377622426635
0.619994,0.0010869631701591054
0.639993,0.000794212587416764
0.659993,0.001197685780882543
0.679993,0.0009651682983685708
0.699993,0.0010741193473159092
0.719993,0.0004912755244813303
0.739993,0.000707848951053341
0.759992,-8.315337993943569e-05
0.779992,0.0008495738927702678
0.799992,0.0009780121212043464
0.819992,0.0017176391608222192
0.839992,0.0016600634032487242
0.859991,0.0014922079253940931
0.879991,0.0009868699300662916
0.899991,0.0008894340326331223
0.919991,0.0004819748251823827
0.939991,0.0005107627039728404
0.95999,-0.00019564755242996217
0.97999,0.00042484195804588977
0.99999,-8.049603728721173e-05
1.01999,0.00040225454545402396
1.039989,0.00021801212121406896
1.059989,1.2068065270562779e-05
1.079989,-0.00017173146852602977
1.099989,0.00010994685314762485
1.119989,4.351328671748427e-05
1.139988,4.7942191151106915e-05
1.159988,-0.00023949370627936715
1.179988,9.09025641137875e-05
1.199988,-9.333986012086755e-05
1.219988,-6.533333317792285e-06
1.239987,9.976037297520283e-05
1.259987,0.00012234778555911854
1.279987,0.00012456223777274989
1.299987,0.0006405296037338259
1.319987,0.0005895972028022846
1.339987,0.00047400279721193184
1.359986,0.0008637463869499108
1.379986,0.0009567533799558175
1.399986,0.0007973128205181801
1.419986,0.0002946321678426021
1.439986,-0.00048392261070171844
1.459985,-0.00031236083914856137
1.479985,5.121678325813563e-06
1.499985,-5.367832165833873e-06
1.519985,-0.0003154843822769384
1.539984,-0.0003109389277318297
1.559984,5.255757575801901e-05
1.579984,5.7044289070930405e-06
1.599984,-0.0007942955710797157
1.619984,-0.0014262303030010432
1.639983,-0.001849796736559153
1.659983,-0.001558864335631463
1.679983,-0.0015765799533479338
1.699983,-0.001652710489475472
1.719983,-0.0011511953379677528
1.739983,-0.0005963235431071906
1.759983,0.0001195272727335369
1.779982,0.00025052960373372446
1.799982,-0.00020331655010662777
1.819982,-0.000480239627024853
1.839981,-0.0007396801864596494
1.859981,-0.0013846685314366134
1.879981,-0.0014536895104566442
1.899981,-0.001357302564068187
1.919981,-0.0013236895104557268
1.939981,-0.001418910955678445
1.95998,-0.0010048083915825715
1.97998,-0.0012071627039337374
1.99998,-0.0010471160838905094
2.01998,-0.0004041090908957249
2.039979,0.00010314032634662265
2.059979,0.00035106573426724977
2.079979,0.0010288046619942608
2.099979,0.0008551216783141168
2.119979,0.0004501333333311814
2.139978,0.0003777324009259505
2.159978,0.0002109724941699549
2.179978,-0.00014182470862216618
2.199978,0.0002023710955690724
2.219978,0.000762953846145252
2.239977,0.000567732400930675
2.259977,0.0010281986013939703
2.279977,0.0013870097902007935
2.299977,0.0005201100233188205
2.319977,3.7755710975504754e-05
2.339977,-0.00014604382282108763
2.359976,-0.00015490163167985316
2.379976,-0.0003156708624539376
2.399976,-0.00028466853145196855
2.419976,-0.0004795403263214879
2.439975,-0.0010154377622126661
2.459975,-0.0007435030302792016
2.479975,-0.00041797855476091234
2.499975,-0.0008263235430962563
2.519975,-0.0004857407925158398
2.539974,0.00014537808859169674
2.559974,0.001067033100226353
2.579974,0.0017158675990471802
2.599974,0.001648548251730845
2.619974,0.0016463337995145638
2.639973,0.0005723244755185759
2.659973,-0.00018103216782391744
2.679973,-0.0004374657342556026
2.699973,-0.0005326871794724909
2.719973,-9.156829835748855e-05
2.739973,-0.00016198787877576962
2.759972,0.0003854247086295777
2.779972,0.0006378722610763024
2.799972,0.0004119981352079941
2.819972,0.0001511356643479863
2.839972,-0.0007590041957793912
2.859971,-0.0012661137528806416
2.879971,-0.0010863002330711296
2.899971,-0.0007452745920494706
2.919971,-0.0008763701631416029
2.93997,-0.0005907058274829879
2.95997,-0.00033161491839695927
2.97997,0.0002357277389549205
2.99997,-0.000379889976677867
3.01997,-0.0011487477855417502
3.039969,-0.0008072792540931594
3.059969,-0.0010464400932570356
3.079969,-0.0008604261072457518
3.099969,-0.0011863934732026333
3.119969,-0.0014702862470824991
3.139968,-0.0005796335664339115
3.159968,-0.0005641324009188817
3.179968,-0.00045828158504751857
3.199968,-0.0013755076922830028
3.219968,-0.0012315682983466145
3.239967,-0.00032098554777905506
3.259967,-0.0007377454545308623
3.279967,-0.00031301351979906404
3.299967,-0.00013585734264283546
3.319967,0.00013652027973293132
3.339967,0.0012220447552404382
3.359966,0.0006396438228455113
3.379966,0.00034689324010104996
3.399966,0.0003916251748276394
3.419966,0.00040712634032729895
3.439965,0.0002782452214498579
3.459965,-0.00018678974358020682
3.479965,-0.00010706946385926799
3.499965,-0.0001358573426460157
3.519965,-0.00012965687644371382
3.539964,0.0005417650349652694
3.559964,-5.6137062930906845e-05
3.579964,0.0002538862470898431
3.599964,0.00030038974359306166
3.619964,-0.0002913118881002828
3.639963,-0.00041310675989452735
3.659963,-0.00040779207458478017
3.679963,-0.0011717780885584282
3.699963,-0.0014840158507875092
3.719963,-0.0008542256410047594
3.739962,-0.0007851347319123251
3.759962,-0.0012041090908756437
3.779962,-0.00016995990673668022
3.799962,-0.00028732587409889196
3.819962,-0.0002518946386680705
3.839962,0.0002751449883601022
3.859961,0.0008221146853157268
3.879961,0.0006334433566442693
3.899961,0.0012003431235342366
3.919961,0.0015546554778403335
3.93996,0.0008783617715601953
3.95996,0.000965168298383941
3.97996,0.0008393874125814157
3.99996,-0.0005025706293757966
4.019959,-0.0012421976690026796
4.039959,-0.0018883748251792335
4.059959,-0.0021647384615436707
4.079959,-0.0019477221445267077
4.099959,-0.0013055310023345843
4.119959,-0.0009839925407880052
4.139959,-0.0006478386946147108
4.159958,6.300046623708494e-05
4.179958,-0.00030061258739181034
4.199958,-0.00020096223774500945
