time,wavelength_shift
0.02,-0.004091763636933662
0.04,-0.0007109244760250787
0.059999,0.0015528051277418726
0.079999,0.002897537062486644
0.099999,0.0035213832163286853
0.119999,0.0036224554773874435
0.139999,0.004656418181364249
0.159998,0.0034063715613111283
0.179998,0.001342968297884677
0.199998,0.0004209869458762734
0.219998,-0.0005446307697113233
0.239998,-0.0009207613058536579
0.259998,-0.0024413906764826645
0.279997,-0.003502066667130751
0.299997,-0.003590971096031732
0.319997,-0.002603535198608428
0.339997,-0.0019662391612900398
0.359997,-0.0025284069934467693
0.379996,-0.0030893160843537657
0.399996,-0.0017365188815693885
0.419996,0.0003258354307800198
0.439996,0.0010762317011706742
0.459996,0.0027857188806629787
0.479995,0.0021304974354389994
0.499995,0.003164693239623405
0.519995,0.0020880965030083765
0.539995,0.0011432480181333333
0.559994,0.000702991607875974
0.579994,0.0005070708619575024
0.599994,0.0006709636358435338
0.619994,-1.9501170720746027e-06
0.639994,6.693100184077959e-05
0.659993,0.0006697748247133748
0.679993,0.0007848330997864409
0.699993,0.0022201710951401292
0.719993,0.0013159519809386893
0.739993,0.0022793086243080235
0.759992,0.002398073193082796
0.779992,0.0006890522140581657
0.799992,-0.0004318568768776511
0.819992,-0.003214351049412253
0.839992,-0.004439712354809522
0.859992,-0.004306006061107429
0.879991,-0.0038602484853627935
0.899991,-0.003156915152037626
0.919991,-0.0023558195809113714
0.939991,-4.06680657458004e-05
0.959991,0.0014869076918396157
0.97999,0.0008373738923048228
0.99999,0.0021528983678294855
1.01999,0.0016703575752726
1.03999,0.0015977468526676489
1.059989,0.0022337841487363036
1.079989,0.0004927585077194437
1.099989,0.0009243902093266985
1.119989,0.00030280512775062167
1.139989,0.00023814312307696985
1.159989,-0.0013324629375212707
1.179988,-0.0022602951053423974
1.199988,-0.00029388484893490377
1.219988,0.00028676783171724504
1.239988,0.0004926419575904679
1.259987,0.0012335510485131252
1.279987,0.0011560452210169483
1.299987,0.0015972573422000447
1.319987,0.0025584694634239106
1.339987,0.0020032247081658893
1.359987,0.00046951841446382485
1.379986,-0.00016290582796856727
1.399986,0.0009954857804160835
1.419986,-0.0008815305366159349
1.439986,-0.00230647226156674
1.459985,-0.0030947473198385993
1.479985,-0.004178080653147776
1.499985,-0.003449852214925697
1.519985,-0.0010794559445308275
1.539985,-0.00032507366014514216
1.559984,0.00013525268018765597
1.579984,0.0006915696965184114
1.599984,0.0018115696965463723
1.619984,4.2385547344576165e-05
1.639984,-0.0002635585085929084
1.659984,-0.0007887100237472765
1.679983,-0.001242089977115715
1.699983,-0.0004547939398198748
1.719983,-0.000651553846573799
1.739983,-0.0004081738931898004
1.759983,0.0005725720275556479
1.779982,0.0008246233096166427
1.799982,0.0009666512816363646
1.819982,-0.0008016703967040783
1.839982,0.00017765361262304848
