time,wavelength_shift
0.02,0.007958834964677657
0.039999,0.003874289510185846
0.059999,0.0010843361302649394
0.079999,-0.000620489044544795
0.099999,-0.001449649883703089
0.119999,-0.0016126102566696705
0.139999,-0.0017745682986353949
0.159998,-0.0016766195806800993
0.179998,-0.0008652442893223387
0.199998,0.0022891846150967757
0.219998,0.0028680657339961464
0.239998,0.0018303734263102845
0.259997,0.0007490680650308501
0.279997,0.00044855524452837856
0.299997,0.00020561818158986193
0.319997,0.0004279724939631438
0.339997,-0.000904987879002156
0.359996,-0.0015645916085936448
0.379996,-0.0009889039629008853
0.399996,0.0005770634030497013
0.419996,-0.0006348480188569116
0.439996,-0.001342377156412341
0.459996,-0.0011508386948783395
0.479995,-0.0010600927741378663
0.499995,0.0006240330999755419
0.519995,0.0031650121209618586
0.539994,0.0034164806524087134
0.559994,0.003779650815577286
0.579994,0.0034734736594205402
0.599994,0.002992191608138828
0.619994,0.0019243594403340809
0.639994,0.0005008862468708901
0.659993,-0.0008613282053027202
0.679993,-0.001593239627217035
0.699993,-0.0006836825176719968
0.719993,-0.0005930298370165782
0.739993,-0.0007780881121010645
0.759992,-0.000446409790448706
0.779992,-0.0009684377624874171
0.799992,-0.001465151049204335
0.819992,-0.0012507454547952134
0.839992,-0.0007482512822844446
0.859991,-0.000316712820737864
0.879991,0.0016875762235269841
0.899991,0.001746503962427317
0.919991,0.000989044754971417
0.939991,0.0006783221442409418
0.959991,0.0005046857805850399
0.97999,0.00018519860110364413
0.99999,-0.0005541254082034833
1.01999,-0.0014210484851161274
1.03999,-0.0017334960375417487
1.059989,-0.0024735193475527717
1.079989,-0.0015682512822779988
1.099989,-0.002401071795094678
1.119989,-0.0028596498836566085
1.139989,-0.0036352675992702213
1.159988,-0.0038640787880904375
1.179988,-0.0026370158510127927
1.199988,-8.827459227111578e-05
1.219988,-1.209743609866551e-05
1.239988,0.0012139398599601678
1.259987,0.0010142428902670554
1.279987,0.0015623314683413875
1.299987,0.00039932447531166346
1.319987,0.00048158554755213957
1.339987,-0.0002535659676364898
1.359987,-0.0010309319350183207
1.379986,0.0007842195801450269
1.399986,0.002858625174548152
1.419986,0.0015684386943621727
1.439986,0.0015860610720216796
1.459985,-0.0003979948720357116
1.479985,-0.0007595799536131342
1.499985,-0.003438064802112155
1.519985,-0.0028040554781018634
1.539984,-0.002519323543373296
1.559984,-0.00195743543149611
1.579984,0.00036258787853319535
1.599984,0.0021650820510261065
1.619984,0.0011434969694635146
1.639984,0.0009005365965303672
1.659983,0.0016484620044346673
1.679983,0.0009350820510633343
1.699983,-0.0011155006995596027
1.719983,-0.0007464797205427962
1.739983,-0.0016917011657787279
1.759982,-0.002553519347629046
1.779983,-0.0011725869466829835
1.799982,-0.0009733328674014334
1.819982,-0.0022688573429008
1.839982,-0.0005246848487111121
1.859982,0.002388625174586258
1.879981,0.001365501631458348
1.899981,0.0020991146850551584
1.919981,0.001764639160586159
1.939981,0.0009426811186188357
1.95998,0.0006110727270213903
1.97998,0.0002776228435924029
1.99998,-0.001169486713484577
2.01998,-0.0016947314687324791
2.039979,-0.0016708153848099963
2.059979,-0.0010334027974060935
2.079979,0.0009424013984044825
2.099979,0.0016866438226419876
2.119979,0.002856107692078895
2.139979,0.0030301636361262877
2.159978,0.004396084382032345
2.179978,0.004095991141919773
2.199978,0.002687809323754402
2.219978,0.0019313990673267838
2.239978,0.001016200932114152
2.259977,0.0013037766896957926
2.279977,0.0040928675987829165
2.299977,0.002690326806228957
2.319977,0.004003217249120938
2.339977,0.003286480652385536
2.359976,0.0044600237759348585
2.379976,0.0036902102561303983
2.399976,0.0022277393936747164
2.419976,0.0016771566431072098
2.439976,0.0009431473191087697
2.459975,-0.0008779715619920375
2.479975,-0.001378134732163379
2.499975,-0.0025953841494268403
2.519975,-0.002197808391842547
2.539975,-0.0027268759909428626
2.559974,-0.0020147314687921814
2.579974,-0.002250465734548206
2.599974,-0.0018445449886325736
2.619974,-0.0021331696972488575
2.639974,-0.0015946382287032664
2.659973,-0.0018194167834713496
2.679973,-0.002255943590023361
2.699973,-0.002416666200754123
2.719973,-0.0012763398604389508
2.739973,-0.0018241020982089659
2.759972,-0.0019320275061268934
2.779972,-0.0027388107229062934
2.799972,-0.0013342419583056316
2.819972,-0.0020330065270645604
2.839972,-0.0013202559442998083
2.859971,-0.0015014680654943208
2.879971,-0.001836153380178411
2.899971,-0.0018607687647846486
2.919971,0.00031659720254203247
2.93997,0.0014985785545225897
2.95997,0.0020045459204675728
2.97997,0.001518485314412481
2.99997,0.0007057114216453394
3.01997,-0.001764032168098835
3.03997,-0.0022973421914144333
3.059969,-0.00220659627064905
3.079969,-0.001688694172736396
3.099969,-0.0021955240095787726
3.119969,-0.00040689930097595993
3.139969,0.0018811193470605865
3.159968,0.002945594871531475
3.179968,0.0022031473190859
3.199968,0.0009946857806300009
3.219968,-0.00019368251774840787
3.239968,-0.00041370582779445223
3.259967,-0.0013658503499587723
3.279967,-0.0024415846157076772
3.299967,-0.005189696503812709
3.319967,-0.005622004196115448
3.339967,-0.005499416783515294
3.359966,-0.005216899300969616
3.379966,-0.003836316550386102
3.399966,-0.0022751743592204173
3.419966,-0.0014666895107405017
3.439966,-0.0014666428906934701
3.459965,-0.0010979715620386809
3.479965,-0.0005614913755466135
3.499965,0.00017885827483497666
3.519965,-8.228391631411562e-05
3.539964,0.00026934778530113637
3.559964,0.0010818885778453064
3.579964,0.0025280657339954186
3.599964,0.0014143827502997957
3.619964,0.0018716321675432985
3.639963,0.0010934270393302553
3.659963,0.002341282517176035
3.679963,0.002785501631423724
3.699963,0.0032164573424139356
3.719963,0.0017150587410090156
3.739963,0.0014090680650282088
3.759962,0.0020869002328556445
3.779962,0.0012666438225777065
3.799962,-0.00046853100261158933
3.819962,-0.00041104848511678855
3.839962,-0.0017701393942113122
