time,wavelength_shift
0.02,-0.001640311189008575
0.039999,-0.00013492657364679202
0.059999,0.0004749335662053225
0.079999,0.0004262156174900632
0.099999,-4.413403285027711e-05
0.119999,-0.000699168997873412
0.139998,-0.0006810104897172889
0.159998,-0.0008714533801563655
0.179998,-0.0008271643358673083
0.199998,-0.0006632948720002878
0.219998,-0.0007385862472923739
0.239997,-0.0006500081587179699
0.259997,-0.0008408939396004089
0.279997,-0.00058180303051385
0.299997,-0.0005663018650147205
0.319997,-0.0010782832169876561
0.339997,-0.0008608240095352809
0.359996,-0.0008590524477618319
0.379996,-0.0005711736598864055
0.399996,-0.0004161620048765606
0.419996,-0.0003940174827322971
0.439996,-0.0006801247088342743
0.459995,-0.00030145338016975237
0.479995,-0.00021951864823783224
0.499995,-0.0005937610724772115
0.519995,-0.00037187296059439367
0.539994,-0.0007306142193293434
0.559994,-0.0005091689978845878
0.579994,0.0004076142188900437
0.599994,0.0005360524473288925
0.619994,0.0007530687643447951
0.639993,0.0007947004659609584
0.659993,0.0019045839158502104
0.679993,0.0017690594403255153
0.699993,0.002010434731729524
0.719993,0.002544117715427741
0.739992,0.0022491526804823687
0.759992,0.0024174510487835416
0.779992,0.002240294871624663
0.799992,0.0015343275056493226
0.819992,0.0009696421909491364
0.839992,0.00019679836808280266
0.859991,0.00042532983661340475
0.879991,-0.0007128986016224127
0.899991,-0.0007124557111620902
0.919991,-0.0008209638696692465
0.939991,-0.0008630384617441424
0.95999,-0.00032049766921101017
0.97999,-1.5346154063005258e-05
0.99999,0.0007818566431257129
1.01999,0.0010852365965002687
1.039989,0.0007194090906800026
1.059989,0.0013593857806478947
1.079989,0.0007194090906778828
1.099989,0.00012372144499692785
1.119989,-0.0001840874128080708
1.139988,-0.0007221993009128802
1.159988,-0.0003656724943889117
1.179988,-0.0005096118883247698
1.199988,-0.0005069545456698962
1.219988,-0.0009277004664114339
1.239988,-0.0011185862472906929
1.259987,-0.0005844603731729636
1.279987,-0.001007863636569375
1.299987,-0.0007904044291169997
1.319987,-0.0006858822845974537
1.339986,-0.0008209638696745464
1.359986,-0.0005928752915862468
1.379986,-0.0009228286715339189
1.399986,-0.001117257575961136
1.419986,-0.0017222459209373284
1.439986,-0.0012062785549762523
1.459985,-0.0012527820514800008
1.479985,-0.0006659522146583416
1.499985,3.204312332216779e-05
1.519985,2.7171328449422812e-05
1.539984,0.0004984067596807294
1.559984,0.0007154230766939823
1.579984,0.0013115536128151194
1.599984,0.001444863636123533
1.619984,0.0007446538459304521
1.639983,0.0010263321676067566
1.659983,0.00091383799511411
1.679983,0.0010932086244860898
1.699983,0.0004089428902302007
1.719983,0.0001011340324252022
1.739982,5.463053592092375e-05
1.759982,-0.0002044603731698749
1.779982,-0.00022881934753306987
