time,raw_wavelength_shift,moving_average,butterworth,savitzky_golay,median
0.02,0.0002762999997685256,-0.0001797000001715787,0.00026078938610563036,0.0006368594403271311,0.0
0.039999,0.0002762999997685256,-0.0001797000001715787,-7.109132511502975e-05,-0.00018321048970437368,0.0
0.059999,-0.00048370000013164827,-0.0001797000001715787,-0.00032467326027368876,-0.0005978258742979914,-0.00048370000013164827
0.079999,-0.00048370000013164827,-0.0005197000001771812,-0.00044731337723589266,-0.0006913573428209546,-0.00048370000013164827
0.099999,-0.00048370000013164827,-0.0005197000001771812,-0.0004207839906567512,-0.0005481755246404952,-0.00048370000013164827
0.119999,-0.0014237000002594868,-0.00017770000017662823,-0.00026705249083939635,-0.0002526510491238417,-0.00048370000013164827
0.139998,0.0002762999997685256,-2.5700000196593465e-05,-4.103289409334497e-05,7.452843804210078e-05,0.0002762999997685256
0.159998,0.0012262999998711166,0.0003162999998039595,0.00018957639801232804,0.00030669627020412553,0.0002762999997685256
0.179998,0.0002762999997685256,0.000656299999809562,0.0003703241174650919,0.0003641321676333436,0.0002762999997685256
0.199998,0.0012262999998711166,0.0005042999998295273,0.00047993824212851836,0.0003933862469015449,0.0002762999997685256
0.219998,0.0002762999997685256,0.000314299999809009,0.0005342230914444793,0.0007544585079817521,0.0002762999997685256
0.239997,-0.00048370000013164827,0.0005042999998295273,0.0005726726456980203,0.000542337295855485,0.0002762999997685256
0.259997,0.0002762999997685256,0.0006922999998096202,0.0006360927497900789,0.00041858438210708203,0.0002762999997685256
0.279997,0.0012262999998711166,0.0005402999998295854,0.0007473719440125848,0.0006762766898033405,0.0002762999997685256
0.299997,0.0021662999997715815,0.0008822999998301384,0.0009032652792877804,0.0009145051280345202,0.0012262999998711166
0.319997,-0.00048370000013164827,0.0012602999998307495,0.0010769309388217845,0.0010543885779278547,0.0012262999998711166
0.339997,0.0012262999998711166,0.0012602999998307495,0.0012264889319076493,0.0014160668995876818,0.0012262999998711166
0.359996,0.0021662999997715815,0.0008822999998301384,0.001306159587712417,0.0013098664333967016,0.0012262999998711166
0.379996,0.0012262999998711166,0.0014122999998107844,0.0012785119672045577,0.0011042720277913626,0.0012262999998711166
0.399996,0.0002762999997685256,0.0010702999998102314,0.001125578071248913,0.0009370226105407324,0.0012262999998711166
0.419996,0.0021662999997715815,0.0006922999998096202,0.0008556757170405021,0.0011085377620373169,0.0002762999997685256
0.439996,-0.00048370000013164827,0.000502299999789102,0.0005040100993274937,0.0006650179485099539,0.0002762999997685256
0.459995,0.0002762999997685256,0.000502299999789102,0.00012694659256330372,0.00012308321656492183,0.0002762999997685256
0.479995,0.0002762999997685256,-0.00025370000021212035,-0.00020921253263029852,-0.0003253083918394263,0.0002762999997685256
0.499995,0.0002762999997685256,-0.0004797000002326968,-0.000443732517188369,-0.0004940729605828326,0.0002762999997685256
0.519995,-0.0016137000002345303,-0.0006317000002127315,-0.0005390773344931933,-0.0006852151517194444,-0.00048370000013164827
0.539994,-0.0016137000002345303,-0.0004417000001922133,-0.0004957023739162612,-0.0002595041960089768,-0.00048370000013164827
0.559994,-0.00048370000013164827,-0.0004417000001922133,-0.00035587673595657447,-0.00040906130555313727,-0.00048370000013164827
0.579994,0.0012262999998711166,-6.370000019160216e-05,-0.00019037931849686355,-0.00044682354332391635,0.0002762999997685256
0.599994,0.0002762999997685256,-6.370000019160216e-05,-7.130503589646258e-05,-1.8874825368616222e-05,0.0002762999997685256
0.619994,0.0002762999997685256,8.829999978843261e-05,-4.3985842223790086e-05,0.0002526403261351972,0.0002762999997685256
0.639993,-0.0016137000002345303,8.829999978843261e-05,-0.00011168613088688576,0.0002181414916413123,0.0002762999997685256
0.659993,0.0002762999997685256,-0.0002897000002121786,-0.0002380660728992937,-0.00036330372981833667,0.0002762999997685256
0.679993,0.0012262999998711166,-0.0005157000001872802,-0.0003635053649511133,-0.0005731172496215372,-0.0008537000001069828
0.699993,-0.0016137000002345303,-0.0005157000001872802,-0.0004287419092498451,-0.000567173193649558,-0.0008537000001069828
0.719993,-0.0008537000001069828,-0.00032570000016676206,-0.00039963784967988173,-0.0005730240095009722,-0.0008537000001069828
0.739993,-0.0016137000002345303,-0.0006657000001723645,-0.00028490433213335407,-0.00030367669013937746,-0.0008537000001069828
0.759992,0.0012262999998711166,-0.00028770000017175335,-0.00013705038266001346,-0.00016265104911203566,-0.00047370000015689584
0.779992,-0.00047370000015689584,9.029999982885783e-05,-3.22101673092874e-05,8.654312182708478e-06,0.0002762999997685256
0.799992,0.0002762999997685256,0.00046829999982946904,-3.574190806660839e-05,0.00029720909073612884,0.0002762999997685256
0.819992,0.0010362999998960731,-9.970000019166037e-05,-0.00016927459396869762,-8.595105095239336e-06,0.0002762999997685256
0.839992,0.0002762999997685256,-0.00032770000020718724,-0.00039553098801572187,-0.00035691678341306514,0.0002762999997685256
0.859991,-0.0016137000002345303,-0.0007057000002077985,-0.0006299210860239068,-0.0009197139862346768,-0.0016137000002345303
0.879991,-0.0016137000002345303,-0.0010077000002183922,-0.0007752511608339445,-0.0008157512822636186,-0.0016137000002345303
0.899991,-0.0016137000002345303,-0.0010077000002183922,-0.00076327233923603,-0.0007603899769016347,-0.0016137000002345303
0.919991,-0.00047370000015689584,-0.00043970000019726284,-0.0005823396988503515,-0.0007536300701487249,-0.00047370000015689584
0.939991,0.0002762999997685256,-6.170000019665168e-05,-0.000278499191714204,-0.0002790146855025377,0.0002762999997685256
0.95999,0.0012262999998711166,0.00016629999981887522,6.7276454204244e-05,0.00025466829819249955,0.0002762999997685256
0.97999,0.0002762999997685256,0.0005062999998244778,0.0003709750115825418,0.0004305657340846847,0.0002762999997685256
0.99999,-0.00047370000015689584,0.0005062999998244778,0.0005707125044164653,0.0007171391606532753,0.0002762999997685256
1.01999,0.0012262999998711166,0.0003162999998039595,0.0006377740979134415,0.0006235727270882803,0.0002762999997685256
1.039989,0.0002762999997685256,0.0005062999998244778,0.0005757437249288858,0.0003827801863137819,0.0002762999997685256
1.059989,0.0002762999997685256,0.0004302999998344603,0.00041357658243303905,0.00035839790192998577,0.0002762999997685256
1.079989,0.0012262999998711166,9.029999982885783e-05,0.00019636845740336913,9.382913735873155e-05,0.0002762999997685256
1.099989,-0.0008537000001069828,9.029999982885783e-05,-2.532054912141491e-05,5.2920046440564205e-05,0.0002762999997685256
1.119989,-0.00047370000015689584,-0.00028770000017175335,-0.00020705190264757187,-9.115920763109084e-05,-0.00047370000015689584
1.139988,0.0002762999997685256,-0.00028770000017175335,-0.00032065495641859804,-0.0003684319349033838,-0.00047370000015689584
1.159988,-0.0016137000002345303,-0.00021170000018173597,-0.0003594226675926105,-0.00044092610739737947,-0.00047370000015689584
1.179988,0.0012262999998711166,-0.00043970000019726284,-0.00033641713381374436,-0.0002718351983194465,-0.00047370000015689584
1.199988,-0.00047370000015689584,-0.00024970000017674463,-0.0002772993384487369,-0.00017509860158805205,-0.00047370000015689584
1.219988,-0.0016137000002345303,0.00012829999982386653,-0.00021129564513218605,-0.00018565804215210318,0.0002762999997685256
1.239987,0.0012262999998711166,-0.00043970000019726284,-0.00016332349668699348,-0.00029519184167701106,-0.00047370000015689584
1.259987,0.0002762999997685256,-0.0002897000002121786,-0.00014853727705340988,-0.0001830706295659231,0.0002762999997685256
1.279987,-0.0016137000002345303,-6.170000019665168e-05,-0.0001698741670728677,-0.00019484219135546536,0.0002762999997685256
1.299987,0.0002762999997685256,-0.00021370000022216117,-0.00021870642494817768,-0.00012899137550872395,0.0002762999997685256
1.319987,-0.00047370000015689584,-0.00021370000022216117,-0.0002772636981801513,-2.790909309937858e-06,0.0002762999997685256
1.339987,0.00046629999974356906,-0.00021370000022216117,-0.0003214263788565318,-0.000528058974599112,0.0002762999997685256
1.359986,0.0002762999997685256,-0.00021370000022216117,-0.00032505747203866544,-0.0004704832170150166,0.0002762999997685256
1.379986,-0.0016137000002345303,-0.0004417000002376881,-0.0002682916904138201,-0.000190180186696221,0.0002762999997685256
1.399986,0.0002762999997685256,-0.0002897000002121786,-0.0001486050074960627,-0.00020985384636049013,0.0002762999997685256
1.419986,-0.0016137000002345303,-9.970000019166037e-05,1.2059094798012511e-05,-1.4049650552443811e-05,0.0002762999997685256
1.439986,0.0012262999998711166,0.0002782999998089508,0.00017180270728046,7.954009305117271e-05,0.0002762999997685256
1.459985,0.0012262999998711166,0.0002782999998089508,0.0002861779906514357,0.0003787009322040163,0.0002762999997685256
1.479985,0.0002762999997685256,0.000656299999809562,0.00033020643237990373,0.000564132167638791,0.0002762999997685256
1.499985,0.0002762999997685256,0.0004662999997890438,0.00031211838507306464,0.0004099596734628082,0.0002762999997685256
1.519985,0.0002762999997685256,0.0001262999997834413,0.0002703115717283554,0.0004316379951314481,0.0002762999997685256
1.539984,0.0002762999997685256,0.0001262999997834413,0.0002546473175621184,-0.00015272097925526768,0.0002762999997685256
1.559984,-0.00047370000015689584,0.0001262999997834413,0.0003010764409506193,9.657972005784893e-05,0.0002762999997685256
1.579984,0.0002762999997685256,0.0001262999997834413,0.0004113465088899602,0.0005598431233399052,0.0002762999997685256
1.599984,0.0002762999997685256,0.000656299999809562,0.0005475106745575915,0.0004625237760166312,0.0002762999997685256
1.619984,0.0002762999997685256,0.0008062999997946463,0.0006449520299329865,0.0006072790207763504,0.0002762999997685256
1.639983,0.002926299999899129,0.0004282999997940351,0.0006390642725536595,0.0007466496501586892,0.0002762999997685256
1.659983,0.0002762999997685256,0.0006182999998145533,0.0004933192822990834,0.0005872090907141614,0.0002762999997685256
1.679983,-0.0016137000002345303,0.00046829999982946904,0.00021542994830473587,0.00032483146835395765,0.0002762999997685256
1.699983,0.0012262999998711166,-0.00043970000019726284,-0.0001445038261296043,-9.747622396236866e-05,-0.00047370000015689584
1.719983,-0.00047370000015689584,-0.0005897000001823472,-0.0005103322943587084,-0.0006499237764037492,-0.00047370000015689584
1.739983,-0.0016137000002345303,-0.0005897000001823472,-0.0008027077216144994,-0.0009342128206979651,-0.00047370000015689584
1.759983,-0.00047370000015689584,-0.001005700000177967,-0.0009614239950001441,-0.0009833969698803684,-0.0008537000001069828
1.779982,-0.0016137000002345303,-0.0008557000001928827,-0.0009617113447675108,-0.0007972664337544186,-0.0008537000001069828
1.799982,-0.0008537000001069828,-0.0008557000001928827,-0.0008199900896161967,-0.0009604132869033028,-0.0008537000001069828
1.819982,0.0002762999997685256,-0.0005157000001872802,-0.0005872624822201181,-0.0005967769232596365,-0.0008537000001069828
1.839981,-0.0016137000002345303,-0.00028770000017175335,-0.00033241368515374823,-0.00022020349668825024,-0.00047370000015689584
1.859981,0.0012262999998711166,-6.170000019665168e-05,-0.00012092047384000096,-0.0002156580421569218,0.0002762999997685256
1.879981,-0.00047370000015689584,-6.170000019665168e-05,4.430250835002232e-06,0.0003300762235828212,0.0002762999997685256
1.899981,0.0002762999997685256,0.00016629999981887522,3.4929474985516777e-05,7.718578070227449e-05,0.0002762999997685256
1.919981,0.0002762999997685256,0.00012829999982386653,-4.298233297268438e-06,-0.00020062307709313532,0.0002762999997685256
1.939981,-0.00047370000015689584,-0.00032570000016676206,-6.647759378176656e-05,-9.467902113830765e-05,0.0002762999997685256
1.95998,0.0010362999998960731,-0.00032570000016676206,-0.0001036065767956976,-0.0003022314686946248,0.0002762999997685256
1.97998,-0.0027437000001100387,-0.00013570000014624385,-8.779280809049921e-05,-4.337365983898779e-05,0.0002762999997685256
1.99998,0.0002762999997685256,1.4299999838840449e-05,-2.4008100048174628e-05,-0.0001791545456210357,0.0002762999997685256
2.01998,0.0012262999998711166,-0.00013770000018666905,5.3311859566574404e-05,0.00015147482500887043,0.0002762999997685256
2.039979,0.0002762999997685256,0.0003162999998039595,9.938775554180634e-05,0.00023154475505843654,0.0002762999997685256
2.059979,0.0002762999997685256,0.0005062999998244778,8.359799194977273e-05,0.00016126503476800226,0.0002762999997685256
2.079979,-0.00047370000015689584,-6.170000019665168e-05,5.6600440100464075e-06,0.00026093869445183463,0.0002762999997685256
2.099979,0.0012262999998711166,-0.00021170000018173597,-0.0001044860308568908,-0.00015822214470279333,-0.00047370000015689584
2.119979,-0.0016137000002345303,-0.00036170000016682023,-0.00020200430333730887,-0.0004133503498308229,-0.00047370000015689584
2.139978,-0.00047370000015689584,-0.00021170000018173597,-0.00024979397936078116,-0.00033432937080582904,-0.00047370000015689584
2.159978,-0.00047370000015689584,-0.0005517000001873384,-0.00023743267670952187,-0.00046451585100070576,-0.00047370000015689584
2.179978,0.0002762999997685256,-0.00017370000018672725,-0.00018698733467747552,-0.00014740629389092946,-0.00047370000015689584
2.199978,-0.00047370000015689584,-0.00017370000018672725,-0.000142680129895525,-0.0002590613055438842,-0.00047370000015689584
2.219978,0.0002762999997685256,0.00016629999981887522,-0.00014929623116152556,0.00016609020961385528,0.0002762999997685256
2.239977,-0.00047370000015689584,-0.00021170000018173597,-0.00022901559923490866,4.825804176912979e-05,-0.00047370000015689584
2.259977,0.0012262999998711166,-6.170000019665168e-05,-0.0003668501415200526,-0.0002280822845837166,0.0002762999997685256
2.279977,-0.0016137000002345303,-0.00043970000019726284,-0.0005121867374503559,-0.0005797139862116888,-0.00047370000015689584
2.299977,0.0002762999997685256,-0.0006677000002127898,-0.0005983364681662515,-0.0007856580421742753,-0.0016137000002345303
2.319977,-0.0016137000002345303,-0.0010077000002183922,-0.0005738861729569861,-0.0008885717950873706,-0.0016137000002345303
2.339977,-0.0016137000002345303,-0.000629700000217781,-0.000432088759314888,-0.0006263340328438835,-0.00047370000015689584
2.359976,-0.00047370000015689584,-0.00043970000019726284,-0.00022223133430925468,-0.00026388648038496706,-0.00047370000015689584
2.379976,0.0002762999997685256,0.00012829999982386653,-3.318125706535818e-05,0.0002479783214976831,0.0002762999997685256
2.399976,0.0012262999998711166,0.0005062999998244778,4.681323221022296e-05,0.00023037925390064813,0.0002762999997685256
2.419976,0.0012262999998711166,0.0002782999998089508,-2.471723347126838e-05,0.00016394568746255734,0.0002762999997685256
2.439975,0.0002762999997685256,-9.970000019166037e-05,-0.00021885883462820154,-0.00010992377641824474,0.0002762999997685256
2.459975,-0.0016137000002345303,-0.0006677000002127898,-0.0004449709061743369,-0.0005564039629250071,-0.0016137000002345303
2.479975,-0.0016137000002345303,-0.0008577000002333079,-0.0005919401304100203,-0.0006557046622294007,-0.0016137000002345303
2.499975,-0.0016137000002345303,-0.0008577000002333079,-0.0005793707678104024,-0.0007679424244699947,-0.0016137000002345303
2.519975,0.0002762999997685256,-0.0002897000002121786,-0.00039229081126685616,-0.0008178258743541732,0.0002762999997685256
2.539974,0.0002762999997685256,-6.170000019665168e-05,-8.410671811412819e-05,-4.537832188628927e-05,0.0002762999997685256
2.559974,0.0012262999998711166,0.0003162999998039595,0.0002491671007378317,0.0004997265732468726,0.0002762999997685256
2.579974,-0.00047370000015689584,0.0008462999998300802,0.0005076118313993155,0.0008308221443497524,0.0002762999997685256
2.599974,0.0002762999997685256,0.0006202999998549785,0.000622100952496915,0.0009128734264217786,0.0002762999997685256
2.619974,0.002926299999899129,0.0004302999998344603,0.0005744097107561474,0.0003622906758351918,0.0002762999997685256
2.639973,-0.0008537000001069828,0.00035429999984444295,0.0003984841880363667,6.438857793208117e-05,0.0002762999997685256
2.659973,0.0002762999997685256,-2.3700000156168244e-05,0.00016321521125211048,2.138158492130855e-05,-0.0008537000001069828
2.679973,-0.0008537000001069828,-0.00040170000015677944,-5.6912165907860326e-05,0.00018732564087941357,-0.0008537000001069828
2.699973,-0.0016137000002345303,1.4299999838840449e-05,-0.0002105582451759452,-0.00014938764583706862,0.0002762999997685256
2.719973,0.0010362999998960731,-0.00013570000014624385,-0.00028472124923148087,-0.000349527505987853,-0.00047370000015689584
2.739973,0.0012262999998711166,-0.00028770000017175335,-0.00030238009457571574,-4.873496520265727e-05,-0.00047370000015689584
2.759972,-0.00047370000015689584,-5.970000015622645e-05,-0.0003104549442682573,-0.0004337000001709658,-0.00047370000015689584
2.779972,-0.0016137000002345303,-0.0005897000001823472,-0.00037006602382771617,-0.00040484219131605467,-0.00047370000015689584
2.799972,-0.00047370000015689584,-0.0013077000001885607,-0.0005533190895872412,-0.000707755944229297,-0.0016137000002345303
2.819972,-0.0016137000002345303,-0.0013837000001785781,-0.0009394874596503712,-0.0013930006994839956,-0.0016137000002345303
2.839972,-0.0023637000001599517,-0.0017617000001791893,-0.001600283552848265,-0.0016871265736055757,-0.0016137000002345303
2.859971,-0.0008537000001069828,-0.0025177000001804116,-0.0025717435902537235,-0.0017605764570634691,-0.0023637000001599517
2.879971,-0.003503700000237586,-0.0032737000001816343,-0.0038226913193670485,-0.003902464568956817,-0.003503700000237586
2.899971,-0.004253700000163008,-0.004597700000203986,-0.0052382491703396135,-0.005502301398799477,-0.004253700000163008
2.919971,-0.005393700000240642,-0.0075097000002188,-0.006634979293213742,-0.006590506527002599,-0.005393700000240642
2.93997,-0.00898370000027171,-0.007659700000203884,-0.007810297061529841,-0.007666800233312712,-0.005393700000240642
2.95997,-0.015413700000181052,-0.008265700000220023,-0.008608234463303477,-0.00876547156199801,-0.007283700000243698
2.97997,-0.004253700000163008,-0.008983700000226236,-0.008969340736246025,-0.00890127575779642,-0.00898370000027171
2.99997,-0.007283700000243698,-0.008983700000226236,-0.008939084822276702,-0.009024982051520579,-0.00898370000027171
3.01997,-0.00898370000027171,-0.007357700000238765,-0.008636076263775407,-0.008887266433819284,-0.007283700000243698
3.039969,-0.00898370000027171,-0.008265700000265497,-0.008205306447123962,-0.007730996037542541,-0.008793700000296667
3.059969,-0.007283700000243698,-0.008265700000265497,-0.0077810795971432175,-0.007061065967618452,-0.008793700000296667
3.079969,-0.008793700000296667,-0.007395700000233774,-0.00746658302710626,-0.008019037995597684,-0.007283700000243698
3.099969,-0.007283700000243698,-0.007395700000233774,-0.007324058605806337,-0.007655355011900626,-0.007283700000243698
3.119969,-0.004633700000113095,-0.007735700000239376,-0.007369901504815138,-0.007509993706523126,-0.008793700000296667
3.139968,-0.00898370000027171,-0.007585700000208817,-0.007575627903445223,-0.007633396969909512,-0.008043700000143872
3.159968,-0.00898370000027171,-0.00777370000018891,-0.007878319415336298,-0.007825937762422644,-0.008223700000144163
3.179968,-0.008043700000143872,-0.008455700000195066,-0.008199062263100935,-0.007926403962871576,-0.008223700000144163
3.199968,-0.008223700000144163,-0.008267700000169497,-0.008461499965810085,-0.00850078624726227,-0.008043700000143872
3.219968,-0.008043700000143872,-0.008267700000169497,-0.008603787999779747,-0.008776660373150091,-0.008043700000143872
3.239967,-0.008043700000143872,-0.008455700000195066,-0.008584722055051177,-0.008413443589937668,-0.008223700000144163
3.259967,-0.00898370000027171,-0.008267700000214973,-0.008389257392155772,-0.008281112587623823,-0.008043700000143872
3.279967,-0.00898370000027171,-0.008115700000234937,-0.00803532287363214,-0.0080805997671307,-0.008043700000143872
3.299967,-0.007283700000243698,-0.007737700000234327,-0.007577251645717343,-0.007678478555007659,-0.007283700000243698
3.319967,-0.007283700000243698,-0.007171700000208147,-0.007098870594262028,-0.007077266433782786,-0.007283700000243698
